year,firstday,lastday
2015,152,246
2016,118,346
2017,123,244
2018,136,282
2019,153,299
2020,121,244
2021,150,240
2022,130,232
2023,140,279
2024,139,219
2025,119,246
2026,138,243
2027,116,243
2028,147,239
2029,135,238
2030,103,244
2031,127,243
2032,112,286
2033,120,243
2034,135,267
2035,120,240
2036,134,242
2037,117,358
2038,147,246
2039,138,268
2040,149,245
2041,145,239
2042,141,238
2043,121,243
2044,105,270
2045,150,246
2046,147,243
2047,161,239
2048,141,230
2049,160,289
2050,091,243
2051,113,214
2052,117,238
2053,152,268
2054,096,288
2055,100,243
2056,093,233
2057,219,228
2058,148,210
2059,111,198
2060,148,216
2061,148,234
2062,090,198
2063,150,242
2064,136,224
2065,129,287
2066,143,248
2067,149,282
2068,137,195
2069,098,287
2070,136,246
2071,130,279
2072,129,237
2073,141,267
2074,144,274
2075,094,273
2076,092,349
2077,121,270
2078,135,275
2079,133,271
2080,109,295
2081,131,258
2082,110,284
2083,103,263
2084,126,349
2085,139,259
2086,138,254
2087,117,278
2088,138,361
2089,114,260
2090,152,271
2091,127,258
2092,136,272
2093,095,287
2094,122,266
2095,127,273
2096,026,284
2097,103,271
2098,110,254
2099,145,285
2100,102,284
