year,firstday,lastday
2015,097,210
2016,132,218
2017,False,False
2018,152,204
2019,147,212
2020,175,214
2021,145,194
2022,181,191
2023,179,212
2024,174,213
2025,152,267
2026,141,201
2027,113,254
2028,138,207
2029,168,196
2030,177,212
2031,174,263
2032,187,197
2033,103,212
2034,150,212
2035,122,202
2036,148,213
2037,144,212
2038,165,212
2039,162,263
2040,173,271
2041,178,201
2042,154,205
2043,190,213
2044,139,234
2045,167,235
2046,146,202
2047,127,230
2048,165,263
2049,137,293
2050,145,227
2051,184,223
2052,140,276
2053,153,246
2054,149,226
2055,182,261
2056,160,248
2057,118,241
2058,113,259
2059,171,226
2060,155,236
2061,106,195
2062,176,242
2063,198,241
2064,164,273
2065,177,231
2066,181,239
2067,148,237
2068,115,257
2069,141,250
2070,182,270
2071,147,241
2072,124,228
2073,153,240
2074,161,239
2075,154,238
2076,173,251
2077,177,283
2078,132,284
2079,148,217
2080,113,280
2081,143,276
2082,162,231
2083,190,230
2084,178,246
2085,149,244
2086,180,237
2087,178,240
2088,161,249
2089,180,252
2090,126,234
2091,099,244
2092,144,213
2093,148,236
2094,159,330
2095,140,244
2096,133,289
2097,182,244
2098,187,275
2099,174,223
2100,163,238
