year,firstday,lastday
2015,163,237
2016,117,217
2017,123,245
2018,139,287
2019,167,346
2020,158,235
2021,150,247
2022,130,249
2023,125,279
2024,142,222
2025,106,279
2026,125,220
2027,120,243
2028,148,243
2029,151,218
2030,143,243
2031,121,223
2032,160,286
2033,132,227
2034,134,244
2035,140,240
2036,122,234
2037,117,216
2038,147,226
2039,138,234
2040,152,237
2041,148,237
2042,121,226
2043,128,240
2044,106,214
2045,124,247
2046,147,244
2047,121,216
2048,141,195
2049,195,210
2050,134,201
2051,114,213
2052,117,238
2053,160,187
2054,124,288
2055,109,222
2056,093,294
2057,206,229
2058,144,180
2059,111,202
2060,117,199
2061,148,182
2062,120,195
2063,126,273
2064,136,240
2065,129,252
2066,152,250
2067,148,282
2068,137,234
2069,098,288
2070,148,236
2071,137,239
2072,148,234
2073,144,264
2074,139,274
2075,154,273
2076,112,253
2077,121,269
2078,137,276
2079,133,271
2080,109,267
2081,131,258
2082,119,284
2083,119,255
2084,117,253
2085,136,260
2086,138,254
2087,118,274
2088,133,274
2089,133,260
2090,152,270
2091,157,277
2092,136,271
2093,123,287
2094,122,255
2095,127,273
2096,116,282
2097,120,272
2098,110,246
2099,145,285
2100,102,282
