year,firstday,lastday
2015,142,256
2016,092,255
2017,119,250
2018,120,205
2019,100,232
2020,141,245
2021,125,270
2022,149,258
2023,086,230
2024,089,256
2025,116,246
2026,105,256
2027,131,239
2028,093,240
2029,131,250
2030,137,277
2031,178,253
2032,177,249
2033,103,259
2034,111,214
2035,129,231
2036,163,260
2037,150,230
2038,160,272
2039,193,264
2040,107,231
2041,158,223
2042,159,274
2043,119,268
2044,119,287
2045,159,262
2046,158,262
2047,109,226
2048,148,259
2049,091,210
2050,229,240
2051,164,258
2052,092,252
2053,157,222
2054,140,263
2055,124,262
2056,134,232
2057,139,264
2058,128,260
2059,113,266
2060,151,241
2061,116,209
2062,123,273
2063,185,249
2064,154,275
2065,151,262
2066,156,251
2067,150,197
2068,172,252
2069,156,275
2070,175,257
2071,164,261
2072,103,269
2073,137,211
2074,175,213
2075,104,259
2076,096,213
2077,180,265
2078,125,220
2079,131,232
2080,137,275
2081,142,262
2082,107,261
2083,114,262
2084,117,213
2085,091,222
2086,123,266
2087,137,266
2088,160,269
2089,121,263
2090,149,257
2091,147,291
2092,169,271
2093,101,275
2094,135,211
2095,119,242
2096,132,254
2097,155,262
2098,105,221
2099,166,275
2100,165,260
