year,firstday,lastday
2015,097,231
2016,110,227
2017,114,250
2018,137,227
2019,158,253
2020,084,264
2021,099,259
2022,151,246
2023,171,266
2024,100,231
2025,177,258
2026,142,270
2027,154,207
2028,177,260
2029,182,270
2030,166,246
2031,154,223
2032,142,260
2033,114,235
2034,135,212
2035,190,259
2036,157,268
2037,151,236
2038,149,267
2039,179,235
2040,189,272
2041,114,275
2042,129,254
2043,147,270
2044,135,260
2045,139,240
2046,140,236
2047,154,256
2048,171,267
2049,082,253
2050,134,235
2051,164,257
2052,081,286
2053,105,252
2054,161,271
2055,181,212
2056,181,258
2057,170,260
2058,157,260
2059,181,217
2060,197,263
2061,179,252
2062,110,267
2063,173,268
2064,117,232
2065,178,244
2066,181,268
2067,150,277
2068,127,233
2069,182,262
2070,123,254
2071,112,183
2072,120,255
2073,149,241
2074,179,295
2075,150,266
2076,137,266
2077,151,365
2078,155,235
2079,169,236
2080,147,248
2081,115,233
2082,124,245
2083,144,209
2084,183,263
2085,104,260
2086,138,360
2087,157,267
2088,144,266
2089,151,286
2090,145,264
2091,171,215
2092,119,278
2093,149,238
2094,171,259
2095,150,229
2096,125,218
2097,161,249
2098,149,249
2099,173,234
2100,152,246
