year,firstday,lastday
2015,195,206
2016,132,188
2017,False,False
2018,167,194
2019,False,False
2020,171,198
2021,125,234
2022,163,196
2023,174,260
2024,166,256
2025,184,197
2026,003,334
2027,150,251
2028,144,190
2029,237,251
2030,182,192
2031,180,236
2032,177,248
2033,125,254
2034,158,165
2035,170,193
2036,249,261
2037,151,193
2038,166,271
2039,189,200
2040,176,187
2041,152,234
2042,159,234
2043,193,268
2044,119,261
2045,209,218
2046,163,207
2047,109,250
2048,175,263
2049,094,183
2050,180,189
2051,206,224
2052,062,248
2053,False,False
2054,140,222
2055,082,269
2056,156,280
2057,245,264
2058,125,143
2059,122,192
2060,176,257
2061,119,237
2062,184,199
2063,191,249
2064,153,200
2065,174,228
2066,189,196
2067,186,253
2068,234,255
2069,172,280
2070,184,203
2071,230,261
2072,143,237
2073,183,268
2074,181,267
2075,109,235
2076,185,197
2077,195,202
2078,164,193
2079,176,257
2080,151,244
2081,166,192
2082,156,231
2083,194,226
2084,097,253
2085,106,225
2086,191,267
2087,154,195
2088,160,270
2089,182,195
2090,143,255
2091,177,191
2092,186,202
2093,189,209
2094,181,212
2095,118,194
2096,199,219
2097,210,220
2098,176,209
2099,206,272
2100,177,194
