year,firstday,lastday
2015,167,202
2016,231,241
2017,197,236
2018,181,246
2019,182,248
2020,190,205
2021,215,230
2022,182,243
2023,158,273
2024,184,217
2025,188,246
2026,187,208
2027,187,233
2028,180,248
2029,186,230
2030,176,225
2031,166,193
2032,202,240
2033,181,211
2034,166,216
2035,187,196
2036,190,233
2037,174,184
2038,162,245
2039,180,252
2040,195,235
2041,202,217
2042,184,222
2043,174,228
2044,178,224
2045,204,213
2046,163,244
2047,183,244
2048,175,212
2049,185,245
2050,184,239
2051,False,False
2052,188,202
2053,155,164
2054,181,233
2055,165,254
2056,False,False
2057,214,265
2058,179,236
2059,161,217
2060,182,240
2061,163,216
2062,184,241
2063,155,247
2064,166,208
2065,155,237
2066,175,212
2067,161,255
2068,166,215
2069,185,231
2070,179,276
2071,159,234
2072,173,199
2073,202,212
2074,180,247
2075,176,254
2076,150,196
2077,158,213
2078,183,198
2079,155,229
2080,178,239
2081,201,247
2082,197,250
2083,168,216
2084,189,201
2085,164,246
2086,177,240
2087,203,243
2088,188,204
2089,203,214
2090,158,205
2091,178,219
2092,153,203
2093,184,194
2094,189,248
2095,153,247
2096,182,213
2097,159,258
2098,166,180
2099,187,258
2100,171,239
